evaluation,label
特别可以,1
裤子收到了，打开第一眼就很喜欢，比我想象的还要好，值得推荐。,0
很不错，还是头一回，网上买衣服买的合身的。😁😁😁,0
"面料材质：很好
舒适程度：不错
弹性大小：满意
尺码大小：刚好
版型设计：合适",0
裤子质量可以，就是有一点小毛病，希望下一次注意了,1
质量太差，效果不好,1
"绝了,这质量无敌",1
快递不送货上门,1
刚好合适好看,0
非常满意,0
还不错,0
还可以,1
好好好,0
可以,1
很好,0
小,0
挺好的,0
特别可以,1
裤子收到了，打开第一眼就很喜欢，比我想象的还要好，值得推荐。,0
穿起来颜值很高，材质手感也不错，挺舒服的。给儿子买的，他很喜欢。,0
挺好的,0
此用户未填写评价内容,0
此用户未填写评价内容,0
此用户未填写评价内容,0
此用户未填写评价内容,0
此用户未填写评价内容,0
此用户未填写评价内容,0
尺码真的是很标准的颜色真的是很好穿起来真的很舒服，很百搭。,0
宝贝收到了，大小刚刚好，质量不错，非常的柔软，洗了一下不掉色。,0
此用户未填写评价内容,0
此用户未填写评价内容,0
