evaluation,label
宝贝收到了，大小合适，补水效果很好，贴合效果很好，质感细腻，贴上凉凉的感觉，很舒服，真是物美价廉！喜欢的亲可以放心购买呦！,0
大品牌值得信赖，下次还会光临，大家放心购买，下次再来，也推荐给朋友购买，京东平台服务非常到位，售后也有保障，质量很好，真的太棒了,0
发货速度很快还是京东物流给力，东西收到了，跟宣传一样，包装严实没有损坏，面膜也没有破损的，还是很不错的一次购物。。。。。。,1
"第N次回购
补水提亮效果明显
产品质感：丝滑润爽
使用感受：滋潤肌膚，养颜美容
适合肤质：所有，無論老少。
补水效果：特別明显，使用之前和之后对鏡子照可见明显的提高
贴合效果：很貼合",1
第三次购买，水比较多，补水效果很好。,0
宝贝已经收到了非常满意一如既往的喜欢用这款面膜！包装完好无损日期新鲜杠杠哒物流神速超给力棒棒哒快递小哥辛苦辛苦了服务态度一流满分赞赞赞赞赞赞赞赞赞赞赞赞！,0
性价比超级高值得购买推荐的补水面膜,0
性价比超高，湿敷也很好用,0
面膜不错，送货很快，好评,0
"面膜质量很好，保湿效果很不错，服务态度和快递速度都很好。
产品质感：一直都在用的牌子
适合肤质：很好哦用着很舒服
补水效果：很是温润，保湿效果很是不错，极力推荐！",0
物流自不必多说，非常快，第一天买第二天就到。正品保证。外观完好，绿色的和蓝色的都试过了。算是性价比比较高的一款产品。炎炎夏日即将到来，面膜敷起来吧。多余的水分可以放到一次性手套里。当做手膜一点也不浪费。,1
"吃穿用一应物品都是京东购买，因为物流快，快递员服务态度很好，而且京东品质保证，值得信赖，买的安心。价格也公道。
好大一盒，价格实惠，期待用后效果",0
货真价实，高颜值，高品质，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢ʜᴀ͟ᴘ͟ᴘ͟ʏ𝟙𝟘𝟘,0
总体来说不错，用着可以，关键评价可以换京豆，真心不错，也愿意花时间真心评价，服务认真负责，快递员态度好，送货上门，喜欢的下手吧,0
想买一款补水又好用的面膜一直在京东上买东西还是比较相信这个平台看到这款面膜销量非常好而且评价也不错就下单了它里面有跟烟酰胺两种面膜一起的用了3片觉得这个膜布很薄也很贴皮肤里面精华液很多敷完之后膜布还有很多精华液到第二天早上膜布都没干而且我的皮肤会很水润化妆也很服帖不卡粉所以这款面膜真的是便宜又好用这个商品超出了我的期待！不仅质量上乘，而且功能齐全，性价比很高。卖家的服务态度也非常好，让我有了愉快的购物体验。,0
"物流非常快，当天下午下单，第二天上午就
送到啦，京东的物流一如既往地给力!打开
箱里面膜一共两款，每到春天皮肤就特别干
燥缺水，特意买的这个补水面膜试下",0
还行吧，一般般，快递挺快的,1
是正品，非常好用，会继续回购的。,0
已经收到啦，很不错，还有赠品，性价比太高啦，爱了爱了,0
"产品质感：不错
使用感受：补水效果好
适合肤质：所有肤质
补水效果：非常好
贴合效果：刚刚好",0
